type,dayofweek,start,end
0,0,3.975,11.25
0,1,3.975,11.25
0,2,3.975,11.25
0,3,3.975,11.25
0,4,3.975,11.25
0,0,4.108333333333333,12.25
0,1,4.108333333333333,12.25
0,2,4.108333333333333,12.25
0,3,4.108333333333333,12.25
0,4,4.108333333333333,12.25
0,0,4.216666666666667,13.083333333333334
0,1,4.216666666666667,13.083333333333334
0,2,4.216666666666667,13.083333333333334
0,3,4.216666666666667,13.083333333333334
0,4,4.216666666666667,13.083333333333334
0,0,4.358333333333333,11.475
0,1,4.358333333333333,11.475
0,2,4.358333333333333,11.475
0,3,4.358333333333333,11.475
0,4,4.358333333333333,11.475
0,5,4.375,12.658333333333333
0,6,4.375,12.991666666666667
0,0,4.383333333333334,11.166666666666666
0,1,4.383333333333334,11.166666666666666
0,2,4.383333333333334,11.166666666666666
0,3,4.383333333333334,11.166666666666666
0,4,4.383333333333334,11.166666666666666
0,0,4.391666666666667,12.316666666666666
0,1,4.391666666666667,12.316666666666666
0,2,4.391666666666667,12.316666666666666
0,3,4.391666666666667,12.316666666666666
0,4,4.391666666666667,11.761111111111111
0,5,4.391666666666667,13.683333333333334
0,6,4.391666666666667,13.35
0,0,4.441666666666666,12.3
0,1,4.441666666666666,12.3
0,2,4.441666666666666,12.3
0,3,4.441666666666666,12.3
0,4,4.441666666666666,12.3
0,0,4.466666666666667,12.133333333333333
0,1,4.466666666666667,12.133333333333333
0,2,4.466666666666667,12.133333333333333
0,3,4.466666666666667,12.133333333333333
0,4,4.466666666666667,12.133333333333333
0,5,4.466666666666667,11.966666666666667
0,6,4.466666666666667,12.466666666666667
0,5,4.475,12.575
0,6,4.475,13.458333333333334
0,0,4.491666666666666,12.508333333333333
0,1,4.491666666666666,12.508333333333333
0,2,4.491666666666666,12.508333333333333
0,3,4.491666666666666,12.508333333333333
0,4,4.491666666666666,12.508333333333333
0,0,4.5,13.502777777777778
0,1,4.5,13.502777777777778
0,2,4.5,13.502777777777778
0,3,4.5,13.502777777777778
0,4,4.5,13.502777777777778
0,0,4.5,12.716666666666667
0,1,4.5,12.716666666666667
0,2,4.5,12.716666666666667
0,3,4.5,12.716666666666667
0,4,4.5,12.716666666666667
0,5,4.5,11.675
0,6,4.5,12.85
0,5,4.508333333333334,11.133333333333333
0,6,4.508333333333334,12.783333333333333
0,5,4.508333333333334,13.408333333333333
0,6,4.508333333333334,13.241666666666667
0,5,4.508333333333334,11.2
0,6,4.508333333333334,13.083333333333334
0,0,4.516666666666667,12.166666666666666
0,1,4.516666666666667,12.166666666666666
0,2,4.516666666666667,12.166666666666666
0,3,4.516666666666667,12.166666666666666
0,4,4.516666666666667,12.166666666666666
0,0,4.525,13.808333333333334
0,1,4.525,13.808333333333334
0,2,4.525,13.808333333333334
0,3,4.525,13.808333333333334
0,4,4.525,13.808333333333334
0,0,4.525,13.358333333333333
0,1,4.525,13.358333333333333
0,2,4.525,13.358333333333333
0,3,4.525,13.358333333333333
0,4,4.525,13.358333333333333
0,5,4.533333333333333,13.45
0,6,4.533333333333333,13.333333333333334
0,0,4.533333333333333,12.858333333333333
0,1,4.533333333333333,12.858333333333333
0,2,4.533333333333333,12.858333333333333
0,3,4.533333333333333,12.858333333333333
0,4,4.533333333333333,12.858333333333333
0,0,4.541666666666667,11.761111111111111
0,1,4.541666666666667,11.761111111111111
0,2,4.541666666666667,11.761111111111111
0,3,4.541666666666667,11.761111111111111
0,5,4.541666666666667,12.891666666666667
0,6,4.541666666666667,12.891666666666667
0,0,4.541666666666667,12.708333333333334
0,1,4.541666666666667,12.708333333333334
0,2,4.541666666666667,12.708333333333334
0,3,4.541666666666667,12.708333333333334
0,4,4.541666666666667,12.708333333333334
0,0,4.541666666666667,12.175
0,1,4.541666666666667,12.175
0,2,4.541666666666667,12.175
0,3,4.541666666666667,12.175
0,4,4.541666666666667,12.175
0,5,4.541666666666667,11.525
0,6,4.541666666666667,12.708333333333334
0,0,4.55,11.858333333333333
0,1,4.55,11.858333333333333
0,2,4.55,11.858333333333333
0,3,4.55,11.858333333333333
0,4,4.55,11.858333333333333
0,6,4.55,13.391666666666667
0,0,4.55,11.158333333333333
0,1,4.55,11.158333333333333
0,2,4.55,11.158333333333333
0,3,4.55,11.158333333333333
0,4,4.55,11.158333333333333
0,5,4.55,12.15
0,5,4.558333333333334,12.516666666666667
0,6,4.558333333333334,13.883333333333333
0,5,4.558333333333334,11.691666666666666
0,6,4.558333333333334,13.708333333333334
0,5,4.583333333333333,12.85
0,6,4.583333333333333,12.05
0,0,4.6,14.058333333333334
