type,dayofweek,start,end
0,6,3.933333333333333,12.225
0,5,3.933333333333333,11.541666666666666
0,0,3.933333333333333,11.825
0,1,3.933333333333333,11.825
0,2,3.933333333333333,11.825
0,3,3.933333333333333,11.825
0,4,3.933333333333333,11.825
0,0,4.008333333333334,12.6
0,1,4.008333333333334,12.6
0,2,4.008333333333334,12.6
0,3,4.008333333333334,12.6
0,4,4.008333333333334,12.6
0,0,4.05,11.95
0,1,4.05,11.95
0,2,4.05,11.95
0,3,4.05,11.95
0,4,4.05,11.95
0,6,4.158333333333333,12.891666666666667
0,6,4.175,13.175
0,5,4.175,12.016666666666667
0,0,4.175,11.725
0,1,4.175,11.725
0,2,4.175,11.725
0,3,4.175,11.725
0,4,4.175,11.725
0,0,4.2,11.575
0,1,4.2,11.575
0,2,4.2,11.575
0,3,4.2,11.575
0,4,4.2,11.575
0,5,4.216666666666667,12.375
0,0,4.3,11.366666666666667
0,1,4.3,11.366666666666667
0,2,4.3,11.366666666666667
0,3,4.3,11.366666666666667
0,4,4.3,11.366666666666667
0,6,4.3,12.441666666666666
0,0,4.316666666666666,10.891666666666667
0,1,4.316666666666666,10.891666666666667
0,2,4.316666666666666,10.891666666666667
0,3,4.316666666666666,10.891666666666667
0,4,4.316666666666666,10.891666666666667
0,5,4.316666666666666,11.983333333333333
0,6,4.316666666666666,13.55
0,0,4.341666666666667,12.35
0,1,4.341666666666667,12.35
0,2,4.341666666666667,12.35
0,3,4.341666666666667,12.35
0,4,4.341666666666667,12.35
0,0,4.366666666666666,13.575
0,1,4.366666666666666,13.575
0,2,4.366666666666666,13.575
0,3,4.366666666666666,13.575
0,4,4.366666666666666,13.575
0,0,4.366666666666666,11.291666666666666
0,1,4.366666666666666,11.291666666666666
0,2,4.366666666666666,11.291666666666666
0,3,4.366666666666666,11.291666666666666
0,4,4.366666666666666,11.291666666666666
0,5,4.366666666666666,13.291666666666666
0,6,4.366666666666666,12.775
0,0,4.4,12.53888888888889
0,1,4.4,12.53888888888889
0,2,4.4,12.53888888888889
0,3,4.4,12.53888888888889
0,4,4.4,12.53888888888889
0,0,4.441666666666666,12.575
0,1,4.441666666666666,12.575
0,2,4.441666666666666,12.575
0,3,4.441666666666666,12.575
0,4,4.441666666666666,12.575
0,6,4.45,11.725
0,5,4.45,13.208333333333334
0,0,4.475,13.908333333333333
0,1,4.475,13.908333333333333
0,2,4.475,13.908333333333333
0,3,4.475,13.908333333333333
0,4,4.475,13.908333333333333
0,5,4.475,10.958333333333334
0,6,4.475,13.941666666666666
0,0,4.483333333333333,13.766666666666667
0,1,4.483333333333333,13.766666666666667
0,2,4.483333333333333,13.766666666666667
0,3,4.483333333333333,13.766666666666667
0,4,4.483333333333333,13.766666666666667
0,0,4.491666666666666,13.225
0,1,4.491666666666666,13.225
0,2,4.491666666666666,13.225
0,3,4.491666666666666,13.225
0,4,4.491666666666666,13.225
0,0,4.491666666666666,11.45
0,1,4.491666666666666,11.45
0,2,4.491666666666666,11.45
0,3,4.491666666666666,11.45
0,4,4.491666666666666,11.45
0,6,4.5,11.391666666666667
0,0,4.5,12.391666666666667
0,1,4.5,12.391666666666667
0,2,4.5,12.391666666666667
0,3,4.5,12.391666666666667
0,4,4.5,12.391666666666667
0,5,4.5,12.4
0,6,4.5,12.216666666666667
0,0,4.516666666666667,13.266666666666667
0,1,4.516666666666667,13.266666666666667
0,2,4.516666666666667,13.266666666666667
0,3,4.516666666666667,13.266666666666667
0,4,4.516666666666667,13.266666666666667
0,5,4.516666666666667,12.983333333333333
0,6,4.516666666666667,13.716666666666667
0,0,4.525,12.983333333333333
0,1,4.525,12.983333333333333
0,2,4.525,12.983333333333333
0,3,4.525,12.983333333333333
0,4,4.525,12.983333333333333
0,5,4.525,10.908333333333333
0,6,4.525,12.25
0,0,4.533333333333333,11.616666666666667
0,1,4.533333333333333,11.616666666666667
0,2,4.533333333333333,11.616666666666667
0,3,4.533333333333333,11.616666666666667
0,4,4.533333333333333,11.616666666666667
0,5,4.541666666666667,11.908333333333333
0,6,4.541666666666667,13.416666666666666
0,0,4.541666666666667,12.475
0,1,4.541666666666667,12.475
0,2,4.541666666666667,12.475
0,3,4.541666666666667,12.475
0,4,4.541666666666667,12.475
0,0,4.55,11.983333333333333
0,1,4.55,11.983333333333333
0,2,4.55,11.983333333333333
0,3,4.55,11.983333333333333
0,4,4.55,11.983333333333333
0,6,4.55,12.175
0,5,4.55,12.683333333333334
0,0,4.558333333333334,12.316666666666666
0,1,4.558333333333334,12.316666666666666
0,2,4.558333333333334,12.316666666666666
0,3,4.558333333333334,12.316666666666666
0,4,4.558333333333334,12.316666666666666
0,5,4.6,11.741666666666667
0,6,4.6,13.75
0,0,4.6,13.641666666666667
0,1,4.6,13.641666666666667
0,2,4.6,13.641666666666667
0,3,4.6,13.641666666666667
0,4,4.6,13.641666666666667
0,0,4.6,13.352777777777778
0,1,4.6,13.352777777777778
0,2,4.6,13.352777777777778
0,3,4.6,13.352777777777778
0,4,4.6,13.352777777777778
0,6,4.608333333333333,12.841666666666667
0,5,4.608333333333333,12.85
0,0,4.616666666666666,11.641666666666667
0,1,4.616666666666666,11.641666666666667
0,2,4.616666666666666,11.641666666666667
0,3,4.616666666666666,11.641666666666667
0,4,4.616666666666666,11.641666666666667
0,0,4.675,11.7
0,1,4.675,11.7
0,2,4.675,11.7
0,3,4.675,11.7
0,4,4.675,11.7
0,0,4.708333333333333,13.141666666666667
0,1,4.708333333333333,13.141666666666667
0,2,4.708333333333333,13.141666666666667
0,3,4.708333333333333,13.141666666666667
0,4,4.708333333333333,13.141666666666667
0,6,4.708333333333333,12.775
0,0,4.725,12.016666666666667
0,1,4.725,12.016666666666667
0,2,4.725,12.016666666666667
0,3,4.725,12.016666666666667
0,4,4.725,12.016666666666667
0,5,4.733333333333333,13.458333333333334
0,6,4.733333333333333,13.441666666666666
0,0,4.758333333333334,14.141666666666667
0,1,4.758333333333334,14.141666666666667
0,2,4.758333333333334,14.141666666666667
0,3,4.758333333333334,14.141666666666667
0,4,4.758333333333334,14.141666666666667
0,0,4.758333333333334,11.741666666666667
0,1,4.758333333333334,11.741666666666667
0,2,4.758333333333334,11.741666666666667
0,3,4.758333333333334,11.741666666666667
0,4,4.758333333333334,11.741666666666667
0,0,4.8,11.666666666666666
0,1,4.8,11.666666666666666
0,2,4.8,11.666666666666666
0,3,4.8,11.666666666666666
0,4,4.8,11.666666666666666
0,0,4.833333333333333,13.216666666666667
0,1,4.833333333333333,13.216666666666667
0,2,4.833333333333333,13.216666666666667
0,3,4.833333333333333,13.216666666666667
0,4,4.833333333333333,13.216666666666667
0,5,4.833333333333333,13.766666666666667
0,6,4.833333333333333,13.766666666666667
0,0,4.85,12.205555555555556
0,1,4.85,12.205555555555556
0,2,4.85,12.205555555555556
0,3,4.85,12.205555555555556
0,4,4.85,12.205555555555556
0,0,4.85,13.463888888888889
0,1,4.85,13.463888888888889
0,2,4.85,13.463888888888889
0,3,4.85,13.463888888888889
0,4,4.85,13.463888888888889
0,6,4.883333333333334,13.058333333333334
0,0,4.883333333333334,12.766666666666667
0,1,4.883333333333334,12.766666666666667
0,2,4.883333333333334,12.766666666666667
0,3,4.883333333333334,12.766666666666667
0,4,4.883333333333334,12.766666666666667
0,5,4.9,14.15
0,6,4.9,12.05
0,6,4.925,13.675
0,0,4.925,12.075
0,1,4.925,12.075
0,2,4.925,12.075
0,3,4.925,12.075
0,4,4.925,12.075
0,0,4.983333333333333,12.216666666666667
0,1,4.983333333333333,12.216666666666667
0,2,4.983333333333333,12.216666666666667
0,3,4.983333333333333,12.216666666666667
0,4,4.983333333333333,12.216666666666667
0,0,5.008333333333334,11.766666666666667
0,1,5.008333333333334,11.766666666666667
0,2,5.008333333333334,11.766666666666667
0,3,5.008333333333334,11.766666666666667
0,4,5.008333333333334,11.766666666666667
0,0,5.016666666666667,14.225
0,1,5.016666666666667,14.225
0,2,5.016666666666667,14.225
0,3,5.016666666666667,14.225
0,4,5.016666666666667,14.225
0,0,5.016666666666667,12.416666666666666
0,1,5.016666666666667,12.416666666666666
0,2,5.016666666666667,12.416666666666666
0,3,5.016666666666667,12.416666666666666
0,4,5.016666666666667,12.416666666666666
0,5,5.033333333333333,12.9
0,0,5.05,11.791666666666666
0,1,5.05,11.791666666666666
0,2,5.05,11.791666666666666
0,3,5.05,11.791666666666666
0,4,5.05,11.791666666666666
